acce_x	 acce_y	 acce_z	gyro_x	gyro_y	gyro_z
-0.07	-0.13	0.89	-2.64	0.52	2.64
-0.11	-0.14	0.89	-1.66	0.18	4.55
-0.14	-0.13	0.9	0.08	-1.74	7.97
-0.2	-0.16	0.88	2.31	-8.46	12.23
-0.25	-0.16	0.89	2.15	-11.59	18.95
-0.2	-0.19	0.87	0.15	-7.08	25.34
-0.28	-0.16	0.87	-1.83	-9.79	31.82
-0.29	-0.15	0.91	-3.65	-16.87	40.35
-0.29	-0.12	0.85	-5.27	-15.1	49.83
-0.4	-0.16	0.78	-7.07	-13.62	64.93
-0.47	-0.15	0.69	-7.76	-0.66	91.3
-0.62	-0.22	0.75	-6.32	23.02	128.49
-0.84	-0.29	0.83	-4.9	27.56	178.38
-0.93	-0.39	0.82	-6.85	39.07	236.96
-0.84	-0.36	0.9	-4.7	49.76	276.27
-0.87	-0.44	0.95	-16.4	33.15	306.72
-1.01	-0.71	0.86	-20.31	-9.91	301.07
-0.85	-0.74	0.78	-25.11	-20.26	341.6
-0.79	-0.74	0.78	-23.65	-11.16	348.81
-1.15	-0.89	0.79	-18.79	-15.16	361.4
-1.24	-0.89	0.64	-39.79	58.44	411.47
-1.26	-0.9	0.59	-73.05	94.69	449.73
-1.16	-0.93	0.65	-106.34	114.63	463.07
-1.11	-0.96	0.75	-124.6	57.95	446.78
-0.95	-0.97	0.85	-119.42	-44.98	417.02
-0.74	-0.96	0.83	-107.34	-143.73	382.58
-0.34	-0.94	0.74	-93.02	-192.5	365.62
-0.18	-0.95	0.66	-91.83	-174.99	351.33
0.05	-0.92	0.76	-91.02	-113.34	339.07
-0.04	-0.9	0.86	-86.24	-63.37	330.02
-0.28	-0.97	0.91	-74.15	-43.71	328.46
-0.56	-0.96	0.79	-69.91	-78.7	339.71
-0.52	-0.97	0.74	-72.08	-139.83	346.34
-0.34	-0.99	0.72	-72.31	-197.07	350.11
-0.02	-0.98	0.79	-70.52	-211.54	351.34
0.26	-0.98	0.85	-63.59	-171.33	336.96
0.64	-0.93	0.9	-53.76	-100.92	326.24
0.74	-0.91	1.01	-39.57	-35.01	303.68
0.65	-0.92	1.02	-25.19	-4.43	283.62
0.54	-0.9	0.99	-13.02	-3.1	272.66
0.52	-0.79	0.86	-6.09	-16.38	267.47
0.57	-0.77	0.69	-7.39	-13.44	253.91
0.59	-0.66	0.61	-21.89	1.94	244.46
0.64	-0.61	0.65	-31.69	32.82	223.07
0.46	-0.61	0.67	-31.16	35.39	209.22
0.37	-0.63	0.74	-26.84	15.47	199.45
0.38	-0.59	0.83	-30.7	-15.16	192.41
0.47	-0.56	0.93	-35.6	-28.7	181.95
0.56	-0.49	1.06	-39.04	-32.82	171.37
0.8	-0.44	1.12	-40.06	2.2	148.17
0.8	-0.37	1.21	-35.08	48.03	119.62
0.59	-0.36	1.16	-25.83	76.21	100.5
0.33	-0.35	1.08	-16.37	69.42	93.1
0.1	-0.34	1.01	-4.76	34.23	94.06
0.05	-0.32	0.87	3.88	2.18	94.53
0.02	-0.27	0.82	1.8	-19.16	96.41
0.06	-0.25	0.84	-2.63	-27.48	96.56
0.12	-0.21	0.9	-6.63	-24.56	91.59
0.1	-0.33	1.01	2.67	-17.13	80.98
0.07	-0.33	0.96	34.9	-33.45	83.48
0.14	-0.1	0.95	7.42	-0.26	66.08
-0.09	-0.3	0.79	-0.6	-15.01	67.91
0.03	-0.29	0.62	34.69	-21.71	70.7
-0.05	-0.18	0.68	16.82	-15.07	67.47
-0.05	-0.18	0.67	-5.34	-31.05	66.18
-0.03	-0.25	0.76	-16.4	-40.08	62.49
0.15	-0.16	0.83	-42.11	-9.48	54.08
0.16	-0.21	0.92	-41.86	4.2	46.43
0.15	-0.21	0.94	-40.43	12.93	34.14
0.09	-0.29	0.96	-31.92	18.46	26.85
0.04	-0.25	1.02	-22.63	20.47	21.97
-0.02	-0.26	0.99	-16.06	10.38	19.74
-0.06	-0.25	0.96	-6.9	-6.14	18.08
-0.09	-0.2	0.93	-8.03	-23.22	17.21
-0.06	-0.18	0.9	-12.49	-23.82	16.5
-0.07	-0.19	0.86	-14.6	-19.28	13.47
-0.1	-0.18	0.88	-17.8	-13.16	13.8
-0.12	-0.18	0.87	-22.14	-6.96	12.81
-0.12	-0.18	0.85	-26.84	-4.99	11.68
-0.17	-0.2	0.87	-29.45	-8.96	12.09
-0.17	-0.21	0.9	-27.65	-17.45	13.89
-0.11	-0.21	0.89	-25.47	-22.85	13.51
-0.06	-0.21	0.9	-21.92	-21.4	10.98
-0.02	-0.23	0.9	-17.8	-16.21	7.83
0	-0.23	0.9	-11.65	-8.81	1.92
-0.02	-0.21	0.93	-12.75	-2.21	-2
-0.03	-0.24	0.92	-10.92	3.13	-3.95
-0.09	-0.23	0.98	-7.22	-1.76	-4.32
-0.11	-0.25	0.98	-1.74	-10.75	-4.06
-0.08	-0.23	0.95	1.8	-9.88	-3.33
-0.08	-0.19	0.93	2.2	-7.89	-3.36
-0.09	-0.18	0.89	0	-6.96	-5.11
-0.1	-0.17	0.86	-1.73	-4.79	-5.92
-0.14	-0.18	0.89	-4.6	-3.76	-6.84
-0.16	-0.18	0.91	-4.98	-4.73	-5.16
-0.15	-0.19	0.92	-0.12	-5.19	-3.18
-0.1	-0.17	0.91	-1.89	-3.47	-2.75
-0.08	-0.16	0.88	0.61	1.65	-3.91
-0.09	-0.16	0.86	-0.27	5.56	-5.53
-0.1	-0.16	0.84	-4.89	3.66	-5.6
-0.09	-0.17	0.83	-8.26	0.66	-6.82
-0.11	-0.19	0.83	-10.7	-0.47	-6.64
-0.16	-0.21	0.89	-11.39	-6.92	-4
-0.13	-0.2	0.89	-8.79	-10.31	-1.33
-0.09	-0.18	0.91	-8.98	-14.24	-0.43
-0.06	-0.17	0.92	-10.46	-13.31	-1.73
-0.05	-0.18	0.94	-10.29	-10.27	-3.45
-0.07	-0.18	0.97	-10.24	-9.91	-4.75
-0.06	-0.18	0.94	-10.17	-8.99	-5.18
-0.06	-0.17	0.89	-10.27	-6.27	-5.45
-0.06	-0.17	0.86	-13.77	-1.6	-6.9
-0.09	-0.19	0.86	-14.7	-1.79	-6.63
-0.11	-0.2	0.86	-14.98	-1.37	-5.69
-0.13	-0.2	0.88	-14.99	-1.77	-3.33
-0.13	-0.2	0.89	-14.92	-5.4	-1.85
-0.12	-0.2	0.91	-13.68	-6.64	-0.7
-0.1	-0.2	0.93	-10.66	-4.23	0.29
-0.09	-0.19	0.95	-8.5	-2.37	0.03
-0.09	-0.19	0.94	-5.34	-1.92	-0.47
-0.08	-0.18	0.92	-6.08	1.16	-0.34
-0.1	-0.2	0.9	-6.76	1.31	0.43
-0.07	-0.18	0.88	-8.84	0.82	0.26
-0.07	-0.19	0.86	-10.18	-0.26	0.23
