,gyro_x,gyro_y,gyro_z,acce_x,acce_y,acce_z
0,-0.81,3.95,0.01,-0.01,1.12,"31.21[0m
"
1,14.03,-0.95,3.53,0.00,-0.01,1.11
2,14.11,-0.70,3.02,0.00,-0.00,1.12
3,14.02,-0.29,2.53,0.01,-0.01,1.11
4,13.97,0.40,2.09,0.00,-0.00,1.11
5,12.43,2.63,1.51,0.01,0.01,1.11
6,13.22,2.46,1.63,-0.02,-0.01,1.11
7,14.56,1.76,2.26,-0.02,-0.01,1.13
8,14.23,3.08,2.34,-0.01,0.01,1.11
9,15.01,2.50,2.18,-0.02,0.01,1.11
10,15.60,3.30,2.92,-0.02,0.01,1.11
11,16.27,4.24,3.07,-0.01,0.01,1.10
12,16.90,5.31,2.58,-0.01,0.00,1.10
13,17.24,5.01,2.82,-0.03,0.01,1.09
14,17.79,5.08,3.02,-0.04,0.02,1.09
15,17.65,4.29,3.10,-0.03,0.03,1.07
16,17.08,4.40,3.48,-0.04,0.04,1.06
17,16.49,4.93,4.20,-0.03,0.05,1.05
18,15.97,5.36,4.34,-0.03,0.04,1.06
19,16.08,7.45,4.14,-0.00,0.04,1.08
20,13.88,9.44,4.52,-0.02,0.08,1.02
21,14.29,8.64,5.07,-0.04,0.05,1.06
22,14.84,4.89,6.06,-0.05,0.05,1.06
23,14.29,4.58,5.57,-0.03,0.06,1.06
24,13.80,5.15,4.76,-0.02,0.05,1.05
25,14.44,5.13,4.53,-0.01,0.04,1.06
26,14.84,6.73,4.90,-0.02,0.05,1.06
27,16.06,7.86,5.16,-0.01,0.04,1.07
28,16.60,8.18,4.93,-0.01,0.04,1.06
29,16.78,8.34,4.82,-0.02,0.05,1.05
30,16.37,7.69,4.67,-0.03,0.07,1.04
31,15.77,7.33,4.63,-0.04,0.07,1.04
32,15.24,6.35,5.28,-0.04,0.07,1.04
33,14.31,7.10,5.76,-0.03,0.08,1.03
34,13.33,7.69,6.06,-0.03,0.08,1.02
35,12.66,8.61,6.35,-0.03,0.08,1.04
36,11.95,8.82,6.38,-0.02,0.08,1.04
37,12.06,9.22,6.70,-0.02,0.08,1.05
38,11.53,8.02,6.17,-0.02,0.08,1.05
39,11.86,6.02,6.31,-0.03,0.07,1.07
40,12.09,4.49,5.97,-0.03,0.07,1.08
41,12.84,4.17,5.86,-0.03,0.06,1.09
42,14.05,4.53,5.57,-0.03,0.06,1.10
43,15.02,6.00,5.51,-0.02,0.06,1.10
44,16.26,6.90,5.74,-0.01,0.07,1.10
45,16.79,8.09,6.05,-0.02,0.07,1.09
46,17.27,9.30,6.24,-0.02,0.07,1.09
47,16.96,10.72,6.31,-0.01,0.07,1.09
48,16.47,11.27,5.98,-0.02,0.07,1.10
49,16.40,10.89,5.71,-0.03,0.07,1.11
50,16.75,10.26,5.54,-0.05,0.07,1.11
51,17.34,8.79,5.48,-0.05,0.06,1.13
52,18.23,7.74,5.86,-0.05,0.07,1.13
53,18.61,7.88,6.12,-0.06,0.06,1.13
54,19.60,8.85,6.53,-0.05,0.07,1.14
55,20.53,10.81,7.37,-0.04,0.06,1.15
56,21.66,12.61,7.53,-0.04,0.07,1.15
57,22.67,14.29,8.05,-0.04,0.07,1.15
58,23.48,16.06,8.29,-0.04,0.07,1.14
59,24.49,17.07,8.41,-0.04,0.07,1.14
60,25.27,16.82,7.85,-0.05,0.07,1.14
61,26.20,15.66,7.18,-0.06,0.08,1.14
62,27.27,13.37,6.73,-0.07,0.08,1.12
63,28.18,11.04,6.09,-0.08,0.09,1.13
64,29.25,9.37,5.94,-0.08,0.09,1.13
65,30.00,8.90,5.97,-0.06,0.10,1.12
66,31.04,10.27,5.98,-0.06,0.10,1.11
67,31.44,11.71,6.67,-0.06,0.11,1.10
68,31.66,13.25,7.18,-0.06,0.12,1.09
69,31.98,14.18,7.56,-0.06,0.13,1.08
70,32.06,14.52,8.21,-0.07,0.13,1.08
71,32.27,14.43,7.97,-0.07,0.13,1.08
72,32.29,13.92,8.38,-0.08,0.14,1.07
73,32.44,13.28,8.35,-0.08,0.14,1.06
74,32.64,13.04,8.50,-0.08,0.15,1.06
75,33.27,13.27,8.23,-0.08,0.14,1.07
76,33.65,13.21,8.05,-0.08,0.15,1.06
77,34.11,13.19,8.23,-0.09,0.15,1.06
78,34.14,12.56,8.17,-0.09,0.16,1.05
79,34.52,12.27,8.58,-0.09,0.16,1.05
80,34.53,12.02,8.53,-0.09,0.17,1.05
81,35.34,12.03,8.72,-0.09,0.17,1.04
82,35.33,11.62,8.70,-0.09,0.18,1.04
83,34.87,11.25,8.79,-0.10,0.19,1.02
84,34.58,10.76,9.28,-0.09,0.19,1.03
85,34.41,11.21,9.48,-0.09,0.20,1.04
86,34.55,11.22,9.59,-0.09,0.20,1.04
87,34.47,11.04,9.97,-0.09,0.20,1.03
88,33.97,11.28,9.79,-0.08,0.20,1.03
89,33.85,11.27,9.79,-0.09,0.21,1.03
90,33.94,11.54,9.89,-0.09,0.21,1.03
91,33.98,11.04,9.74,-0.10,0.21,1.03
92,34.17,10.49,9.56,-0.09,0.22,1.02
93,34.31,10.31,9.45,-0.09,0.22,1.03
94,34.35,9.40,8.99,-0.10,0.23,1.02
95,34.60,8.06,8.93,-0.10,0.23,1.02
96,34.17,7.04,8.95,-0.10,0.23,1.02
97,34.46,6.61,8.90,-0.10,0.24,1.02
98,35.89,6.67,8.76,-0.10,0.23,1.02
99,36.11,5.57,8.21,-0.12,0.21,1.04
100,34.46,6.61,8.67,-0.09,0.24,1.02
101,33.98,6.52,9.34,-0.11,0.24,1.01
102,33.80,7.59,9.47,-0.11,0.24,1.01
103,34.03,7.18,9.44,-0.11,0.25,1.02
104,34.05,6.92,9.48,-0.11,0.25,1.02
105,33.97,5.79,9.76,-0.13,0.27,1.02
106,34.06,4.89,9.92,-0.12,0.28,1.03
107,34.67,3.95,9.82,-0.12,0.27,1.03
108,35.25,3.54,10.03,-0.12,0.28,1.03
109,35.54,3.47,10.49,-0.11,0.28,1.02
110,35.73,3.82,10.85,-0.11,0.28,1.03
111,35.45,3.82,10.81,-0.10,0.29,1.01
112,35.37,5.02,11.24,-0.11,0.29,1.01
113,35.24,5.27,11.65,-0.11,0.30,1.02
114,35.82,5.77,12.17,-0.11,0.29,1.01
115,37.05,6.34,12.34,-0.11,0.30,1.02
116,36.82,5.74,12.44,-0.10,0.30,1.01
117,37.44,5.25,12.55,-0.11,0.31,1.01
118,37.25,4.53,12.21,-0.10,0.30,1.00
119,37.53,4.49,11.88,-0.09,0.31,1.00
120,37.24,4.23,11.88,-0.09,0.32,1.00
121,37.19,4.02,11.82,-0.10,0.32,0.99
122,37.27,3.60,11.62,-0.10,0.32,1.00
123,37.68,4.15,11.31,-0.09,0.32,1.00
124,38.23,4.31,11.22,-0.09,0.32,1.01
125,38.31,4.40,11.24,-0.10,0.33,1.00
126,38.50,5.73,11.54,-0.10,0.34,1.00
127,38.85,5.92,11.73,-0.11,0.34,0.99
128,39.27,6.20,11.57,-0.10,0.35,0.99
129,39.68,5.83,11.66,-0.11,0.35,0.97
130,39.98,5.88,12.08,-0.11,0.35,0.97
131,40.09,6.35,12.21,-0.10,0.36,0.96
132,39.71,6.31,12.09,-0.10,0.36,0.93
133,39.42,5.86,11.89,-0.09,0.36,0.95
134,38.99,6.06,11.45,-0.09,0.36,0.94
135,38.70,6.44,11.47,-0.10,0.38,0.93
136,38.26,6.02,11.45,-0.10,0.38,0.92
137,37.40,5.60,11.82,-0.11,0.39,0.92
138,36.60,5.19,12.17,-0.11,0.41,0.92
139,35.76,5.02,12.46,-0.11,0.41,0.93
140,34.99,5.27,12.50,-0.10,0.42,0.92
141,34.29,5.30,12.89,-0.11,0.43,0.93
142,33.74,5.13,12.90,-0.10,0.43,0.93
143,33.80,5.24,13.31,-0.10,0.44,0.94
144,33.39,5.42,13.65,-0.09,0.45,0.94
145,33.30,5.47,13.34,-0.09,0.46,0.95
146,33.02,4.46,13.24,-0.10,0.48,0.94
147,32.60,3.83,13.18,-0.10,0.48,0.94
148,32.60,2.46,12.82,-0.10,0.49,0.95
149,32.47,0.60,12.52,-0.10,0.49,0.95
150,32.20,-0.66,12.38,-0.10,0.50,0.95
151,31.92,-1.97,12.49,-0.10,0.50,0.94
152,31.89,-2.52,12.55,-0.09,0.51,0.96
153,32.20,-1.44,12.24,-0.09,0.51,0.98
154,32.12,-1.80,12.44,-0.09,0.50,0.96
155,31.02,-1.19,13.04,-0.09,0.51,0.98
156,30.70,-1.04,13.39,-0.08,0.51,0.97
157,30.70,-0.47,13.21,-0.08,0.51,0.97
158,31.13,-0.03,13.19,-0.08,0.51,0.98
159,31.28,0.67,13.42,-0.08,0.52,0.98
160,31.74,1.30,13.36,-0.08,0.51,0.98
161,32.27,0.92,13.30,-0.09,0.52,0.97
162,32.75,0.50,13.45,-0.09,0.52,0.97
163,33.07,-0.81,13.24,-0.09,0.52,0.97
164,33.73,-1.91,13.39,-0.09,0.51,0.98
165,34.43,-2.20,13.25,-0.09,0.52,0.98
166,35.48,-2.46,13.47,-0.08,0.51,0.97
167,37.66,-1.82,13.22,-0.07,0.52,0.96
168,36.98,-2.24,13.28,-0.08,0.53,0.94
169,37.05,-1.63,13.37,-0.07,0.52,0.93
170,36.99,-1.79,13.45,-0.07,0.53,0.94
171,36.95,-1.68,13.47,-0.07,0.53,0.93
172,36.90,-0.73,13.56,-0.06,0.54,0.91
173,36.53,-0.47,13.11,-0.07,0.53,0.91
174,36.44,-0.50,13.39,-0.06,0.54,0.91
175,36.69,-0.49,13.18,-0.06,0.53,0.90
176,36.99,-1.01,12.84,-0.07,0.54,0.91
177,37.37,-1.05,12.34,-0.08,0.53,0.90
178,38.12,-0.95,12.43,-0.07,0.54,0.90
179,38.98,-1.44,12.60,-0.08,0.54,0.90
180,39.37,-1.69,12.70,-0.07,0.54,0.89
181,39.86,-1.97,12.75,-0.08,0.55,0.89
182,40.03,-1.92,13.18,-0.07,0.55,0.88
183,40.02,-1.59,13.47,-0.06,0.56,0.88
184,39.82,-0.98,13.74,-0.06,0.56,0.86
185,39.71,-0.15,14.02,-0.07,0.57,0.87
186,39.40,0.49,14.40,-0.06,0.57,0.87
187,39.36,1.33,14.44,-0.05,0.57,0.86
188,39.37,2.38,14.31,-0.05,0.57,0.86
189,39.56,2.14,13.91,-0.05,0.57,0.86
190,39.56,1.30,13.40,-0.07,0.58,0.85
191,39.40,-0.31,13.22,-0.07,0.58,0.85
192,39.24,-1.47,13.11,-0.07,0.58,0.85
193,39.60,-1.98,13.18,-0.06,0.58,0.85
194,39.89,-0.84,13.71,-0.05,0.59,0.84
195,40.35,0.15,13.79,-0.04,0.58,0.85
196,40.66,0.53,13.66,-0.04,0.59,0.83
197,41.25,1.65,13.39,-0.04,0.59,0.84
198,42.15,2.56,13.69,-0.04,0.60,0.84
199,42.67,4.11,14.08,-0.03,0.60,0.84
200,43.07,5.21,14.06,-0.04,0.61,0.84
201,43.25,5.62,13.88,-0.04,0.62,0.82
202,43.22,4.34,13.42,-0.05,0.63,0.82
203,43.21,2.66,13.04,-0.07,0.63,0.82
204,43.19,-0.11,12.78,-0.07,0.63,0.81
205,43.16,-2.29,12.73,-0.07,0.63,0.80
206,43.22,-4.11,12.72,-0.07,0.64,0.80
207,43.54,-4.85,12.70,-0.05,0.64,0.79
208,43.69,-4.09,12.82,-0.03,0.65,0.79
209,43.48,-3.34,12.93,-0.04,0.65,0.78
210,43.36,-1.86,13.15,-0.03,0.66,0.78
211,43.44,-0.08,13.37,-0.02,0.66,0.77
212,43.73,1.21,13.73,-0.03,0.66,0.78
213,43.42,1.50,14.17,-0.04,0.66,0.78
214,43.57,0.90,14.03,-0.03,0.66,0.78
215,43.95,-0.20,13.86,-0.04,0.66,0.79
216,44.49,-1.25,13.88,-0.04,0.66,0.78
217,44.84,-2.47,13.71,-0.03,0.66,0.77
218,45.37,-2.69,13.27,-0.02,0.67,0.77
219,45.71,-1.51,13.07,-0.01,0.67,0.77
220,46.55,-0.75,12.73,-0.01,0.68,0.77
221,47.04,0.06,13.07,-0.01,0.68,0.76
222,47.27,1.08,12.99,-0.01,0.69,0.75
223,47.63,1.86,13.07,-0.00,0.70,0.75
224,47.85,2.50,13.27,-0.01,0.70,0.73
225,47.95,2.93,13.59,-0.01,0.71,0.72
226,47.77,4.46,13.82,0.01,0.72,0.72
227,47.08,5.10,13.76,0.00,0.72,0.71
228,46.87,5.79,13.45,0.01,0.73,0.71
229,46.61,5.80,12.85,-0.00,0.73,0.69
230,46.50,4.66,12.31,-0.01,0.73,0.69
231,46.02,2.75,12.34,-0.01,0.74,0.71
