,gyro_x,gyro_y,gyro_z,acce_x,acce_y,acce_z
239,37.71,7.68,8.46,0.01,0.90,0.40
240,37.40,7.53,8.73,0.01,0.91,0.39
241,37.07,7.68,8.40,0.01,0.91,0.38
242,36.55,8.03,8.64,0.02,0.92,0.38
243,36.23,7.59,8.55,0.02,0.92,0.37
244,35.71,7.68,8.41,0.01,0.92,0.37
245,35.28,6.95,8.37,0.01,0.93,0.38
246,34.89,6.79,8.38,0.01,0.92,0.38
247,34.64,5.94,8.60,0.01,0.92,0.38
248,34.64,5.15,8.47,0.01,0.92,0.38
249,34.98,5.05,8.79,-0.00,0.92,0.38
250,35.44,5.37,9.24,0.01,0.91,0.38
251,36.15,5.36,9.04,0.00,0.92,0.38
252,36.53,4.99,8.79,-0.00,0.92,0.38
253,36.78,4.60,8.64,0.00,0.93,0.37
254,37.01,4.49,9.19,-0.00,0.92,0.37
255,37.31,4.82,9.48,0.00,0.94,0.38
256,37.65,5.31,9.33,0.01,0.92,0.37
257,38.09,5.60,9.47,0.00,0.94,0.37
258,38.55,5.83,9.73,-0.00,0.93,0.37
259,38.90,5.16,10.18,-0.01,0.93,0.36
260,38.99,4.66,9.86,-0.00,0.93,0.36
261,38.85,4.21,9.88,0.00,0.94,0.34
262,38.52,4.73,10.49,0.00,0.93,0.34
263,38.38,5.40,11.04,0.01,0.93,0.34
264,38.78,5.56,11.13,0.01,0.93,0.35
265,39.45,5.68,11.10,0.02,0.93,0.34
266,39.94,5.42,11.18,0.01,0.93,0.34
267,40.69,5.24,11.13,0.02,0.93,0.32
268,40.66,4.47,11.11,0.01,0.94,0.34
269,41.18,4.70,11.34,0.01,0.94,0.33
270,40.08,8.26,10.90,0.02,0.95,0.33
271,42.50,4.61,12.31,0.00,0.95,0.32
272,42.29,6.20,12.12,0.01,0.95,0.31
273,42.70,6.82,11.92,0.01,0.95,0.30
274,43.08,8.12,12.29,0.01,0.95,0.30
275,43.68,7.77,12.37,0.01,0.95,0.30
276,43.80,7.60,12.50,0.01,0.95,0.28
277,44.08,7.11,13.13,0.00,0.96,0.28
278,44.12,6.18,13.68,-0.01,0.96,0.28
279,44.17,6.49,14.56,0.01,0.96,0.28
280,43.60,7.07,14.38,0.02,0.96,0.27
281,44.40,5.98,15.50,0.02,0.95,0.25
282,43.65,7.01,15.19,0.03,0.96,0.25
283,43.42,8.12,15.33,0.03,0.96,0.25
284,43.42,9.15,15.80,0.04,0.96,0.25
285,43.60,10.12,15.59,0.05,0.96,0.25
286,44.27,10.24,15.47,0.05,0.95,0.25
287,45.04,9.82,15.01,0.04,0.95,0.24
288,45.57,9.39,14.98,0.04,0.95,0.23
289,45.73,9.04,15.01,0.04,0.96,0.23
290,46.18,8.60,15.28,0.03,0.96,0.22
291,46.40,9.48,15.42,0.03,0.96,0.23
292,47.60,7.48,16.14,0.03,0.95,0.23
293,47.89,7.30,15.88,0.04,0.96,0.21
294,48.27,6.96,16.18,0.05,0.95,0.20
295,48.61,6.81,15.97,0.06,0.97,0.20
296,48.29,7.44,16.23,0.06,0.96,0.19
297,48.75,8.49,16.11,0.07,0.96,0.19
298,49.19,9.85,16.20,0.07,0.96,0.19
299,49.40,10.99,15.91,0.07,0.96,0.18
300,49.85,11.68,15.86,0.07,0.96,0.17
301,50.89,12.44,16.11,0.07,0.96,0.16
302,51.79,12.76,16.58,0.06,0.95,0.14
303,52.63,12.40,17.10,0.06,0.96,0.14
304,52.92,12.60,16.82,0.05,0.96,0.13
305,53.47,11.89,17.80,0.06,0.96,0.12
306,53.62,10.76,17.50,0.06,0.96,0.11
307,54.08,10.02,19.07,0.06,0.96,0.12
308,53.66,10.14,18.76,0.07,0.96,0.09
309,52.85,12.38,18.44,0.08,0.97,0.08
310,53.88,7.91,19.31,0.07,0.96,0.08
311,54.23,7.16,19.82,0.08,0.96,0.09
312,54.29,5.65,19.74,0.08,0.96,0.07
313,54.08,6.35,18.75,0.10,0.96,0.07
314,53.76,7.73,18.55,0.11,0.97,0.04
315,53.21,9.19,18.12,0.12,0.98,0.04
316,52.87,10.17,17.59,0.12,0.97,0.04
317,52.46,10.78,17.33,0.12,0.97,0.03
318,51.50,11.62,17.07,0.13,0.97,0.02
319,50.79,11.89,16.58,0.11,0.97,0.01
320,50.40,12.11,16.20,0.11,0.98,0.00
321,49.89,11.71,16.20,0.11,0.97,-0.01
322,49.34,9.11,16.55,0.09,0.98,-0.01
323,48.61,8.43,16.96,0.10,0.97,-0.00
324,48.64,7.42,17.08,0.10,0.97,-0.02
325,48.69,6.60,17.11,0.11,0.97,-0.02
326,48.38,5.59,17.16,0.10,0.97,-0.02
327,48.12,3.98,17.31,0.10,0.97,-0.03
328,47.77,2.84,17.83,0.12,0.97,-0.03
329,47.69,2.09,18.06,0.12,0.97,-0.03
330,48.38,2.35,17.76,0.14,0.97,-0.03
331,48.29,2.35,17.57,0.14,0.97,-0.04
332,48.15,3.44,17.19,0.16,0.97,-0.04
333,48.15,4.43,16.99,0.16,0.97,-0.06
334,48.31,5.47,16.41,0.17,0.97,-0.06
335,48.52,7.01,15.97,0.17,0.97,-0.06
336,48.67,8.41,15.65,0.17,0.97,-0.07
337,49.11,9.88,15.11,0.17,0.97,-0.08
338,48.78,11.16,14.95,0.16,0.97,-0.07
339,47.94,13.07,14.03,0.16,0.97,-0.09
340,47.95,12.73,14.58,0.14,0.97,-0.10
341,47.40,13.18,13.83,0.14,0.97,-0.10
342,47.62,12.23,14.70,0.13,0.97,-0.10
343,47.30,12.26,14.40,0.12,0.97,-0.10
344,47.45,11.69,14.05,0.12,0.97,-0.10
345,47.91,11.13,14.08,0.11,0.97,-0.10
346,48.26,11.34,14.50,0.11,0.97,-0.10
347,48.55,10.93,15.11,0.11,0.96,-0.10
348,49.10,10.46,15.77,0.11,0.96,-0.10
349,49.33,11.10,15.89,0.12,0.96,-0.10
350,50.29,10.08,16.34,0.11,0.95,-0.11
351,51.07,10.02,16.75,0.11,0.96,-0.10
352,51.83,9.97,17.42,0.11,0.96,-0.11
353,52.14,9.73,17.68,0.10,0.95,-0.11
354,52.38,9.11,18.20,0.11,0.95,-0.12
355,52.99,8.27,18.73,0.12,0.95,-0.11
356,53.79,7.51,19.42,0.11,0.94,-0.12
357,54.31,6.23,19.92,0.12,0.93,-0.13
358,54.98,4.47,20.31,0.12,0.93,-0.12
359,55.82,4.11,20.76,0.13,0.91,-0.13
360,56.76,3.98,21.18,0.15,0.91,-0.13
361,57.68,4.06,21.53,0.15,0.90,-0.14
362,58.60,3.91,21.62,0.16,0.89,-0.14
363,59.19,3.62,21.76,0.17,0.89,-0.15
364,59.59,3.24,21.95,0.17,0.89,-0.15
365,60.15,3.11,21.77,0.18,0.89,-0.16
366,60.69,2.90,21.91,0.18,0.88,-0.17
367,60.85,4.03,21.66,0.18,0.88,-0.18
368,62.43,3.62,23.01,0.19,0.87,-0.20
369,62.67,4.38,22.47,0.20,0.86,-0.20
370,63.22,6.03,22.37,0.19,0.86,-0.19
371,64.11,6.34,22.84,0.19,0.86,-0.21
372,64.92,6.64,22.84,0.19,0.85,-0.21
373,65.59,6.63,22.90,0.19,0.85,-0.22
374,66.75,5.76,22.99,0.18,0.84,-0.22
375,67.91,4.23,23.51,0.18,0.84,-0.24
376,68.89,3.65,24.17,0.19,0.84,-0.24
377,70.63,1.59,24.75,0.19,0.83,-0.26
378,71.37,1.16,24.92,0.20,0.82,-0.27
379,72.23,0.73,25.21,0.21,0.82,-0.29
380,72.56,0.92,25.34,0.23,0.83,-0.30
381,71.94,1.30,25.36,0.24,0.83,-0.33
382,71.79,2.35,25.37,0.25,0.83,-0.34
383,70.81,3.25,24.90,0.27,0.83,-0.36
384,69.95,4.90,24.20,0.28,0.82,-0.38
385,69.22,5.36,23.95,0.29,0.81,-0.39
386,68.37,7.13,23.11,0.30,0.81,-0.39
387,67.40,10.44,22.02,0.32,0.81,-0.40
388,66.49,12.87,21.13,0.30,0.80,-0.43
389,66.41,13.85,20.60,0.29,0.80,-0.44
390,66.53,13.48,20.32,0.30,0.80,-0.46
391,65.83,13.04,19.79,0.31,0.80,-0.49
392,65.59,12.08,18.89,0.30,0.80,-0.50
393,65.02,11.13,18.70,0.29,0.80,-0.50
394,63.62,9.50,18.93,0.30,0.81,-0.55
395,62.38,6.58,19.02,0.31,0.82,-0.56
396,60.47,5.68,18.92,0.32,0.82,-0.59
397,58.52,4.98,19.16,0.34,0.82,-0.59
398,58.23,4.18,20.03,0.36,0.83,-0.61
399,54.84,8.24,18.81,0.40,0.82,-0.63
400,55.16,5.11,18.50,0.39,0.82,-0.65
