,gyro_x,gyro_y,gyro_z,acce_x,acce_y,acce_z
98,3.77,-3.88,44.38,0.02,-0.02,1.07
99,4.27,-6.00,44.38,0.01,-0.02,1.08
100,4.73,-9.48,44.55,0.01,-0.02,1.09
101,5.34,-12.90,44.66,0.00,-0.04,1.09
102,5.97,-14.99,44.76,0.01,-0.03,1.09
103,7.30,-17.18,45.24,0.01,-0.04,1.10
104,7.94,-19.85,45.74,-0.01,-0.04,1.09
105,9.48,-23.80,46.99,-0.02,-0.04,1.09
106,11.21,-27.21,48.49,-0.03,-0.05,1.08
107,12.61,-31.63,50.23,-0.04,-0.04,1.08
108,13.63,-34.38,52.17,-0.02,-0.03,1.06
109,13.91,-36.14,53.94,-0.00,-0.03,1.07
110,14.60,-37.10,54.63,0.03,-0.03,1.07
111,16.47,-35.94,55.97,0.05,-0.02,1.07
112,15.82,-34.03,56.98,0.06,-0.01,1.06
113,15.22,-30.89,56.46,0.07,-0.01,1.03
114,13.62,-27.74,56.05,0.08,0.00,1.05
115,12.67,-26.12,56.14,0.09,0.00,1.02
116,11.77,-22.76,56.56,0.10,0.01,1.03
117,10.47,-21.27,56.35,0.09,0.00,1.04
118,9.83,-19.48,56.05,0.10,-0.00,1.03
119,8.58,-19.05,56.11,0.10,0.00,1.06
120,8.70,-19.89,55.80,0.09,-0.02,1.06
121,8.55,-19.89,56.24,0.10,-0.01,1.09
122,8.56,-21.53,54.61,0.09,-0.02,1.07
123,8.50,-21.57,54.44,0.12,-0.01,1.07
124,10.21,-23.21,53.91,0.11,-0.01,1.07
125,10.52,-22.44,52.73,0.13,-0.01,1.08
126,11.56,-21.65,52.08,0.13,-0.01,1.08
127,13.07,-19.19,52.43,0.13,-0.01,1.05
128,13.34,-17.31,52.98,0.14,0.00,1.08
129,13.92,-14.17,53.02,0.15,-0.00,1.05
130,13.25,-9.89,53.65,0.15,0.01,1.04
131,11.98,-7.34,54.23,0.15,0.02,1.03
132,10.96,-4.70,55.18,0.15,0.01,1.03
133,9.37,-3.82,55.42,0.14,0.02,1.03
134,8.34,-3.76,55.66,0.14,0.02,1.02
135,7.30,-4.06,55.42,0.13,0.02,1.04
136,6.69,-6.49,54.70,0.13,0.01,1.03
137,5.94,-8.92,53.91,0.13,0.02,1.04
138,5.94,-10.44,53.47,0.14,0.00,1.05
139,6.37,-11.89,52.53,0.15,0.01,1.06
140,7.04,-12.61,51.98,0.17,0.00,1.06
141,7.83,-12.56,51.68,0.16,0.00,1.07
142,8.64,-11.57,51.94,0.17,0.01,1.07
143,9.08,-10.61,52.00,0.18,0.01,1.08
144,10.34,-9.28,51.66,0.19,0.02,1.06
145,10.18,-8.44,51.66,0.19,0.02,1.06
146,9.79,-7.73,50.99,0.20,0.02,1.05
147,8.98,-5.69,50.34,0.19,0.03,1.04
148,7.94,-4.79,50.31,0.19,0.03,1.04
149,7.85,-4.99,49.73,0.18,0.02,1.03
150,7.18,-4.08,49.57,0.19,0.03,1.05
151,6.29,-2.70,49.13,0.20,0.03,1.05
152,5.53,-0.58,49.36,0.19,0.03,1.05
153,4.82,-1.08,48.32,0.19,0.02,1.05
154,4.61,-0.41,47.91,0.19,0.01,1.05
155,4.41,0.76,48.40,0.19,0.01,1.05
156,4.26,1.37,48.26,0.18,0.02,1.05
157,4.17,1.57,48.50,0.18,0.01,1.05
158,3.40,1.40,48.15,0.18,0.02,1.04
159,3.07,1.02,47.69,0.19,0.01,1.07
160,3.25,1.30,47.59,0.19,0.01,1.07
161,2.93,0.23,47.19,0.18,0.02,1.07
162,3.47,-0.09,46.37,0.19,0.01,1.06
163,4.21,-0.95,46.38,0.20,0.01,1.07
164,4.55,-0.95,46.21,0.20,0.01,1.07
165,5.37,-0.40,45.82,0.21,0.01,1.06
166,5.31,0.66,45.71,0.22,0.01,1.06
167,5.27,1.94,45.40,0.22,0.01,1.06
168,5.05,3.11,44.98,0.22,0.01,1.05
169,4.72,4.03,44.52,0.22,0.01,1.05
170,4.53,4.87,44.26,0.21,0.02,1.04
171,4.18,5.77,44.02,0.20,0.02,1.04
172,4.15,6.05,43.77,0.20,0.01,1.04
173,4.49,6.21,43.71,0.18,0.01,1.04
174,4.49,6.37,43.74,0.18,0.01,1.05
175,4.56,5.85,44.21,0.17,0.01,1.05
176,4.75,4.81,44.26,0.17,0.01,1.05
177,4.78,2.78,44.56,0.17,0.01,1.04
178,4.76,0.85,44.38,0.17,0.01,1.03
179,4.55,-0.56,44.27,0.18,0.02,1.03
180,4.35,-2.15,43.60,0.18,0.02,1.03
181,3.28,-3.77,42.60,0.19,0.03,1.05
182,2.99,-3.07,42.05,0.20,0.01,1.04
183,2.47,-1.10,41.18,0.21,0.02,1.03
184,2.00,1.63,40.50,0.20,0.01,1.05
185,1.98,5.36,40.90,0.20,0.00,1.05
186,1.73,10.47,42.14,0.19,-0.00,1.06
187,1.94,14.87,43.13,0.20,-0.00,1.07
188,2.29,19.50,44.44,0.20,-0.01,1.07
189,2.98,22.55,45.80,0.17,-0.01,1.08
190,3.60,22.50,47.34,0.15,-0.00,1.08
191,4.26,21.62,48.41,0.13,0.00,1.07
192,4.93,17.48,48.26,0.13,0.00,1.07
193,3.98,13.77,47.56,0.12,0.01,1.06
194,5.39,8.79,47.57,0.10,0.00,1.07
195,6.70,3.85,47.01,0.11,0.01,1.06
196,7.48,-0.67,46.81,0.11,0.01,1.06
197,7.98,-3.63,46.17,0.13,0.01,1.07
198,8.03,-4.49,45.40,0.16,0.01,1.06
199,7.02,-3.28,44.96,0.17,0.02,1.07
200,6.64,-2.14,44.56,0.16,0.02,1.07
201,6.81,0.55,45.07,0.17,0.01,1.07
202,6.09,1.89,45.53,0.16,0.02,1.07
203,5.56,5.44,45.86,0.18,0.02,1.06
204,5.22,8.69,46.00,0.17,0.02,1.05
205,4.72,10.89,45.80,0.17,0.01,1.08
206,3.56,12.08,45.83,0.17,0.02,1.09
207,3.66,15.01,45.74,0.17,0.01,1.08
208,3.37,17.34,45.95,0.15,0.01,1.09
209,3.66,18.47,45.60,0.14,0.01,1.09
210,3.98,18.26,45.95,0.13,0.00,1.09
211,4.23,17.48,46.56,0.13,0.00,1.08
212,4.47,16.40,46.96,0.12,0.01,1.08
213,4.50,13.95,46.76,0.12,0.01,1.07
214,4.52,11.04,47.08,0.11,0.00,1.08
215,4.75,8.32,47.07,0.11,0.01,1.07
216,5.05,4.60,46.40,0.11,0.01,1.07
217,5.25,1.25,45.92,0.11,0.00,1.06
218,6.21,-1.98,45.63,0.11,0.01,1.07
219,6.61,-4.58,45.39,0.13,0.02,1.07
220,7.04,-6.66,44.90,0.14,0.02,1.07
221,6.73,-7.74,44.00,0.15,0.01,1.09
222,6.98,-5.34,43.66,0.16,0.01,1.07
223,7.02,-2.06,44.40,0.17,0.01,1.07
224,6.96,1.31,44.60,0.17,0.01,1.08
225,6.85,4.87,45.34,0.17,0.01,1.08
226,6.49,8.90,46.03,0.17,0.01,1.08
227,6.09,13.60,46.56,0.18,0.01,1.07
228,5.40,17.65,47.18,0.16,0.01,1.08
229,4.55,20.89,47.42,0.16,0.02,1.08
230,4.09,22.69,47.77,0.14,0.02,1.07
231,4.15,22.53,47.39,0.12,0.01,1.06
232,4.52,20.09,47.11,0.11,0.02,1.06
233,5.02,17.13,46.78,0.09,0.02,1.05
234,4.99,11.82,45.51,0.09,0.02,1.04
235,5.01,6.87,45.19,0.09,0.02,1.06
236,5.02,1.77,44.75,0.09,0.02,1.05
237,4.14,-2.63,44.73,0.11,0.03,1.06
238,3.65,-5.76,43.59,0.13,0.02,1.06
239,3.44,-4.53,43.59,0.16,0.03,1.06
240,3.63,2.82,42.93,0.19,0.02,1.05
241,3.24,8.12,43.34,0.18,0.03,1.07
242,2.87,14.05,44.12,0.18,0.02,1.07
243,5.42,19.88,45.65,0.19,0.01,1.05
244,3.59,21.63,46.02,0.16,0.03,1.08
245,-4.76,23.01,44.56,0.17,0.03,1.06
246,1.71,30.20,45.34,0.20,-0.03,1.08
247,-2.81,29.59,46.87,0.12,0.05,1.08
248,-0.90,28.38,45.77,0.13,-0.00,1.07
249,-1.79,27.42,45.51,0.09,0.01,1.08
250,0.05,23.34,45.69,0.08,-0.00,1.09
251,-1.57,20.06,45.30,0.07,0.01,1.06
252,0.63,15.25,44.53,0.07,-0.01,1.07
253,0.96,10.52,44.61,0.08,0.01,1.09
254,1.91,7.10,43.50,0.07,-0.00,1.08
255,3.11,4.34,43.80,0.08,0.00,1.08
256,4.05,1.73,43.71,0.09,0.00,1.08
257,4.55,1.37,43.51,0.09,0.01,1.08
258,4.70,0.70,43.18,0.11,0.01,1.07
259,4.73,1.21,42.90,0.11,0.01,1.07
260,4.50,2.38,43.22,0.13,0.02,1.07
261,4.63,5.04,43.33,0.13,0.01,1.07
262,4.93,8.00,43.45,0.13,0.01,1.07
263,5.18,10.27,43.83,0.12,0.01,1.08
264,5.13,11.86,44.87,0.11,0.02,1.07
265,5.86,12.75,44.85,0.11,0.01,1.05
266,5.62,12.15,45.21,0.11,0.02,1.05
267,5.30,11.10,44.96,0.10,0.02,1.05
268,4.69,9.92,44.41,0.10,0.02,1.04
269,3.74,7.18,43.83,0.08,0.02,1.04
270,3.94,3.86,43.39,0.09,0.03,1.04
271,3.24,1.08,43.04,0.09,0.03,1.04
272,2.55,-2.09,42.17,0.09,0.03,1.04
273,3.21,-3.68,41.51,0.10,0.01,1.05
274,2.89,-4.23,41.83,0.10,0.02,1.06
275,3.95,-2.50,41.45,0.11,0.01,1.06
276,3.94,-1.13,41.73,0.10,0.02,1.07
277,4.11,1.39,42.03,0.12,0.02,1.06
278,4.03,3.10,42.26,0.12,0.02,1.06
279,3.53,4.24,42.73,0.12,0.03,1.04
280,2.38,5.79,43.21,0.12,0.03,1.03
281,1.33,7.10,43.10,0.12,0.04,1.04
282,-0.14,8.70,43.04,0.12,0.04,1.04
283,-1.48,10.08,42.82,0.11,0.03,1.04
284,-1.62,11.11,43.07,0.09,0.01,1.05
285,-1.74,10.87,42.75,0.09,0.01,1.05
286,-1.18,10.75,42.73,0.09,0.02,1.06
287,-0.09,11.57,43.04,0.09,0.02,1.06
288,0.46,10.99,43.65,0.08,0.02,1.07
289,1.02,11.31,43.65,0.08,0.02,1.06
290,1.08,10.06,43.73,0.07,0.01,1.06
291,0.96,8.96,43.73,0.07,0.01,1.05
292,0.52,7.85,44.03,0.07,0.02,1.04
293,0.20,5.11,43.98,0.05,0.01,1.05
294,0.32,2.82,43.98,0.05,0.01,1.05
295,0.50,0.08,44.37,0.06,0.01,1.06
296,0.64,-2.31,43.71,0.07,0.01,1.07
297,0.32,-3.86,42.55,0.07,0.01,1.07
298,0.15,-4.18,41.91,0.09,0.01,1.07
299,0.02,-3.50,41.01,0.09,0.01,1.06
300,-0.08,-3.08,40.78,0.08,0.01,1.07
301,0.14,-2.11,41.08,0.09,0.01,1.06
302,-0.14,-1.05,41.91,0.08,0.01,1.06
303,-0.60,-0.27,42.47,0.08,0.01,1.06
304,-0.90,0.44,43.50,0.08,0.01,1.05
305,-1.07,0.79,44.17,0.08,0.00,1.07
306,-0.73,2.31,45.19,0.09,0.01,1.06
307,-0.14,3.27,45.39,0.10,-0.00,1.07
308,0.15,4.53,46.14,0.09,-0.00,1.07
309,0.92,4.75,45.60,0.08,-0.01,1.07
310,1.31,4.06,45.66,0.08,0.00,1.06
311,1.56,2.40,45.19,0.07,-0.00,1.07
312,1.31,0.24,44.63,0.06,0.00,1.05
313,0.75,-1.66,44.06,0.06,0.00,1.04
314,0.26,-3.73,43.74,0.06,0.01,1.05
315,-0.32,-4.99,43.98,0.06,0.01,1.04
316,-0.75,-5.53,44.52,0.06,0.00,1.06
317,-1.08,-5.05,44.50,0.06,0.00,1.06
318,-1.19,-3.94,45.48,0.06,-0.01,1.07
319,-0.72,-2.56,46.46,0.07,-0.01,1.07
320,-0.58,0.05,47.47,0.07,-0.00,1.08
321,-0.20,1.15,48.06,0.07,-0.01,1.08
322,-0.24,1.69,48.93,0.07,-0.01,1.08
323,0.37,2.05,49.37,0.06,-0.01,1.07
324,0.50,1.62,49.31,0.06,-0.00,1.07
325,0.32,1.04,49.48,0.07,0.00,1.07
326,0.46,0.37,49.31,0.07,-0.00,1.06
327,0.34,-0.31,49.36,0.06,0.00,1.06
328,0.21,-1.18,49.30,0.07,0.00,1.05
329,0.31,-1.45,49.42,0.07,0.01,1.05
330,0.20,-0.76,49.76,0.08,0.00,1.05
331,0.06,0.09,50.12,0.09,0.01,1.06
332,0.09,0.66,50.35,0.09,0.00,1.05
333,-0.23,0.67,50.44,0.09,0.00,1.04
334,-0.34,1.24,50.43,0.09,0.00,1.04
335,-0.38,1.24,51.19,0.09,-0.00,1.03
336,-0.50,1.05,51.44,0.09,0.00,1.03
337,-1.48,0.05,50.70,0.09,0.00,1.03
338,-2.17,-0.37,50.95,0.10,0.01,1.01
339,-2.79,-0.11,51.04,0.11,0.00,1.02
340,-3.59,0.21,51.24,0.12,0.01,1.01
341,-4.95,0.43,50.67,0.12,0.01,1.01
342,-6.08,1.11,50.17,0.13,0.00,1.02
343,-7.18,1.59,49.95,0.13,-0.00,1.03
344,-8.12,1.80,49.83,0.13,0.01,1.03
345,-8.93,1.92,49.50,0.13,-0.00,1.03
346,-9.34,1.85,49.34,0.13,-0.01,1.03
347,-9.62,2.17,48.96,0.14,-0.01,1.04
348,-9.65,2.84,49.05,0.14,-0.02,1.04
349,-9.63,4.55,49.40,0.14,-0.02,1.04
350,-9.39,6.09,49.11,0.16,-0.02,1.04
351,-9.13,7.68,48.76,0.17,-0.01,1.05
352,-9.65,9.10,48.38,0.16,-0.02,1.04
353,-11.02,10.69,47.05,0.17,-0.01,1.05
354,-11.54,10.50,45.83,0.16,-0.02,1.05
355,-12.06,8.70,44.72,0.14,-0.02,1.05
356,-12.96,6.85,43.47,0.13,-0.03,1.05
357,-13.80,4.64,42.08,0.11,-0.03,1.07
358,-14.06,2.70,41.86,0.11,-0.03,1.07
359,-13.53,1.59,41.07,0.13,-0.03,1.07
360,-12.78,1.39,40.47,0.13,-0.04,1.08
361,-12.14,1.80,40.15,0.13,-0.03,1.09
362,-11.89,2.38,40.17,0.15,-0.03,1.09
363,-11.68,2.85,39.44,0.15,-0.03,1.09
364,-11.68,2.76,38.37,0.14,-0.04,1.09
365,-11.50,0.93,37.04,0.11,-0.05,1.09
366,-11.34,-0.49,36.11,0.11,-0.05,1.10
367,-10.06,-4.17,35.76,0.09,-0.06,1.10
368,-8.66,-6.64,34.92,0.09,-0.06,1.10
369,-7.69,-8.58,35.15,0.10,-0.06,1.10
370,-7.08,-8.89,34.90,0.11,-0.05,1.09
371,-7.21,-6.84,35.22,0.13,-0.05,1.09
372,-7.69,-6.41,34.72,0.13,-0.05,1.09
373,-8.58,-6.02,34.23,0.13,-0.05,1.09
374,-9.07,-5.05,33.91,0.13,-0.04,1.09
375,-8.98,-2.89,34.37,0.15,-0.05,1.09
376,-8.99,-2.03,33.30,0.13,-0.06,1.10
377,-8.78,-2.06,32.70,0.12,-0.06,1.10
378,-8.21,-1.69,32.40,0.11,-0.06,1.08
379,-7.53,-1.82,32.34,0.12,-0.06,1.08
380,-6.96,-1.85,32.61,0.11,-0.06,1.08
381,-6.49,-2.12,32.60,0.12,-0.06,1.08
382,-6.18,-2.44,31.95,0.11,-0.07,1.09
383,-5.60,-2.84,32.79,0.10,-0.07,1.08
384,-4.49,-4.56,33.27,0.09,-0.08,1.06
385,-4.66,-1.86,32.35,0.10,-0.07,1.04
386,-3.34,-2.18,30.75,0.09,-0.07,1.06
387,-2.67,-4.37,31.16,0.07,-0.08,1.06
388,-2.47,-7.02,32.78,0.08,-0.07,1.07
389,-2.76,-7.08,33.54,0.08,-0.07,1.07
390,-2.64,-5.30,34.11,0.09,-0.07,1.06
391,-0.96,-2.61,34.98,0.10,-0.07,1.05
392,-0.14,-0.92,36.89,0.10,-0.07,1.06
393,0.81,1.92,37.77,0.13,-0.06,1.05
394,0.76,6.18,36.87,0.14,-0.06,1.04
395,2.23,7.21,37.57,0.14,-0.05,1.04
396,1.94,6.82,38.00,0.14,-0.04,1.04
397,2.35,7.15,38.63,0.15,-0.05,1.03
398,2.08,7.08,37.80,0.16,-0.04,1.03
399,1.94,7.51,37.24,0.18,-0.04,1.03
400,1.91,8.02,36.02,0.19,-0.03,1.02
