,gyro_x,gyro_y,gyro_z,acce_x,acce_y,acce_z
164,0.35,-0.67,1.21,0.02,-0.22,1.07
165,0.27,-0.23,1.11,0.02,-0.21,1.06
166,0.44,0.56,1.54,0.02,-0.21,1.06
167,0.46,1.63,1.95,0.02,-0.21,1.04
168,0.43,1.88,2.05,0.02,-0.21,1.05
169,0.50,1.94,2.11,0.01,-0.22,1.05
170,0.44,1.97,2.27,0.02,-0.21,1.06
171,0.63,1.94,2.32,0.02,-0.21,1.05
172,0.98,1.57,2.37,0.01,-0.21,1.04
173,0.92,0.70,2.26,0.01,-0.21,1.05
174,0.90,0.49,2.27,0.01,-0.21,1.05
175,0.96,0.81,1.94,0.02,-0.21,1.05
176,0.93,0.78,1.69,0.02,-0.20,1.05
177,0.66,0.90,1.82,0.02,-0.20,1.04
178,0.61,0.79,1.88,0.03,-0.20,1.04
179,0.63,0.92,1.82,0.02,-0.21,1.04
180,0.38,-0.12,1.68,0.02,-0.20,1.04
181,0.18,-0.66,1.62,0.02,-0.20,1.05
182,-0.15,-0.84,1.57,0.02,-0.20,1.05
183,-0.35,-0.93,1.39,0.02,-0.20,1.05
184,-0.29,-1.24,1.28,0.02,-0.21,1.06
185,-0.06,-0.55,0.90,0.03,-0.21,1.06
186,0.23,0.50,1.10,0.02,-0.21,1.05
187,0.35,0.34,1.07,0.02,-0.21,1.06
188,-0.24,-0.12,0.99,0.02,-0.21,1.05
189,-0.12,-0.03,1.21,0.02,-0.21,1.04
190,-0.14,-0.02,1.11,0.02,-0.21,1.05
191,0.11,0.17,0.85,0.02,-0.22,1.05
192,0.24,1.25,1.07,0.02,-0.22,1.05
193,0.37,1.69,1.11,0.01,-0.21,1.04
194,0.21,1.54,1.66,0.02,-0.21,1.03
195,0.26,1.92,1.71,0.02,-0.22,1.03
196,0.14,2.14,1.82,0.01,-0.21,1.03
197,-0.06,1.56,1.74,0.01,-0.22,1.04
198,-0.24,1.51,1.65,0.01,-0.22,1.03
199,-0.35,1.28,1.77,0.01,-0.21,1.03
200,-0.38,1.24,1.83,0.02,-0.21,1.05
201,-0.43,0.99,1.65,0.01,-0.20,1.04
202,-0.40,1.15,1.83,0.03,-0.21,1.03
203,-0.21,0.79,1.82,0.02,-0.21,1.03
204,-0.21,0.66,1.50,0.03,-0.21,1.04
205,-0.15,1.63,1.47,0.03,-0.20,1.04
206,-0.11,1.74,1.30,0.02,-0.20,1.04
207,-0.27,0.81,1.44,0.01,-0.20,1.02
208,-0.38,-0.03,1.50,0.02,-0.20,1.03
209,-0.78,0.15,1.34,0.02,-0.21,1.03
210,-0.66,0.11,1.04,0.02,-0.21,1.03
211,-0.75,-0.73,0.90,0.02,-0.20,1.03
212,-1.15,-0.58,0.98,0.01,-0.21,1.03
213,-1.37,-0.44,1.22,0.02,-0.21,1.04
214,-1.27,-0.26,1.30,0.02,-0.21,1.05
215,-1.13,-0.14,1.39,0.02,-0.21,1.04
216,-1.15,-0.18,1.42,0.02,-0.21,1.05
217,-0.96,-0.05,1.44,0.02,-0.21,1.04
218,-0.85,-0.79,1.27,0.02,-0.21,1.05
219,-0.72,-0.93,0.98,0.04,-0.21,1.05
220,-0.52,-0.11,0.55,0.04,-0.21,1.06
221,-0.34,0.09,0.46,0.03,-0.21,1.06
222,-0.47,-0.26,0.67,0.03,-0.21,1.06
223,-0.46,0.11,0.35,0.04,-0.21,1.05
224,-0.06,0.60,0.29,0.03,-0.21,1.05
225,-0.15,0.29,0.24,0.03,-0.21,1.05
226,-0.08,0.21,0.37,0.02,-0.21,1.06
227,-0.11,0.15,0.14,0.03,-0.21,1.06
228,0.05,0.38,-0.03,0.03,-0.21,1.06
229,0.15,0.52,-0.14,0.02,-0.20,1.06
230,-0.38,0.38,0.02,0.02,-0.21,1.04
231,-0.58,0.93,0.41,0.02,-0.21,1.05
232,-0.46,1.16,0.44,0.02,-0.21,1.05
233,-0.47,0.99,0.55,0.01,-0.22,1.05
234,-0.52,0.85,0.66,0.01,-0.21,1.05
235,-0.50,0.98,0.47,0.01,-0.21,1.06
236,-0.29,0.76,0.58,0.02,-0.22,1.06
237,0.03,0.29,0.27,0.02,-0.22,1.06
238,0.56,-0.31,0.14,0.01,-0.22,1.06
239,1.11,-0.43,0.21,0.02,-0.22,1.06
240,1.40,0.27,0.06,0.02,-0.22,1.05
241,1.53,0.82,0.17,0.01,-0.22,1.05
242,1.36,1.31,0.41,0.01,-0.21,1.04
243,1.10,1.59,0.60,0.01,-0.21,1.04
244,0.89,2.70,1.21,0.01,-0.21,1.04
245,0.37,3.62,1.02,0.02,-0.21,1.04
246,-0.26,4.02,1.25,0.02,-0.21,1.04
247,-0.64,4.00,1.24,0.01,-0.21,1.04
248,-0.89,3.77,1.33,0.00,-0.20,1.03
249,-0.58,3.22,1.48,-0.00,-0.21,1.04
250,-0.52,2.35,1.54,-0.01,-0.20,1.04
251,-0.55,1.39,1.54,-0.00,-0.22,1.03
252,-0.29,1.05,1.56,0.00,-0.21,1.04
253,-0.21,0.12,1.56,0.00,-0.21,1.05
254,0.02,-0.76,1.48,0.00,-0.21,1.04
255,-0.14,-0.27,1.71,0.01,-0.21,1.05
256,0.06,0.41,1.76,0.01,-0.21,1.05
257,0.06,0.38,1.74,0.02,-0.20,1.05
258,0.12,-0.37,1.63,0.01,-0.21,1.05
259,-0.06,-0.49,1.42,0.02,-0.21,1.05
260,0.12,-0.35,1.28,0.02,-0.21,1.05
261,0.11,-0.67,1.39,0.02,-0.21,1.05
262,0.02,-0.79,1.34,0.02,-0.21,1.05
263,-0.24,0.02,1.08,0.03,-0.20,1.05
264,-0.24,0.49,1.16,0.03,-0.21,1.06
265,-0.32,0.49,0.95,0.02,-0.22,1.07
266,0.08,1.13,1.11,0.02,-0.22,1.06
267,0.55,2.00,1.34,0.03,-0.22,1.06
268,0.93,2.09,1.68,0.02,-0.22,1.06
269,0.89,0.95,1.33,0.01,-0.21,1.05
270,1.02,0.15,1.47,0.01,-0.21,1.06
271,1.33,0.21,1.44,0.01,-0.22,1.05
272,1.34,-0.15,1.10,0.01,-0.22,1.05
273,1.25,-1.04,1.45,0.01,-0.21,1.05
274,1.42,-1.05,1.50,0.02,-0.22,1.06
275,1.39,-0.09,1.63,0.03,-0.21,1.05
276,1.18,0.12,1.53,0.02,-0.21,1.04
277,0.79,0.12,1.31,0.02,-0.20,1.04
278,0.70,0.82,1.37,0.02,-0.21,1.05
279,0.75,1.47,1.45,0.02,-0.21,1.05
280,0.85,1.65,1.28,0.02,-0.21,1.05
281,0.55,1.27,1.63,0.02,-0.21,1.05
282,0.24,0.81,1.31,0.02,-0.20,1.04
283,0.49,0.70,0.84,0.02,-0.21,1.05
284,0.58,1.01,0.85,0.02,-0.20,1.04
285,0.70,1.51,1.08,0.02,-0.21,1.05
286,0.43,1.98,1.18,0.02,-0.20,1.05
287,0.31,2.15,1.07,0.01,-0.21,1.05
288,0.31,2.38,1.10,0.02,-0.21,1.05
289,0.32,2.12,0.98,0.01,-0.22,1.05
290,0.37,1.68,1.16,0.01,-0.21,1.05
291,0.46,1.57,1.25,0.01,-0.21,1.07
292,1.01,1.69,1.16,0.01,-0.22,1.06
293,1.40,0.90,1.21,0.01,-0.22,1.06
294,1.37,0.66,1.37,0.01,-0.21,1.05
295,1.24,0.72,1.15,0.01,-0.21,1.05
296,1.45,0.61,1.34,0.01,-0.21,1.06
297,1.36,1.13,1.53,0.01,-0.21,1.05
298,1.34,2.27,2.00,0.02,-0.21,1.05
299,1.56,2.75,1.98,0.02,-0.21,1.05
300,1.65,2.69,1.91,0.01,-0.20,1.05
301,1.76,2.85,1.88,0.02,-0.20,1.06
302,2.02,2.38,1.94,0.02,-0.20,1.06
303,1.88,1.53,1.65,0.03,-0.21,1.06
304,1.83,1.33,1.13,0.02,-0.21,1.06
305,1.85,2.03,0.99,0.03,-0.20,1.05
306,2.15,2.11,0.96,0.02,-0.21,1.05
307,2.58,2.53,1.02,0.03,-0.21,1.05
308,2.26,2.76,1.31,0.03,-0.21,1.04
309,2.34,3.18,1.30,0.02,-0.21,1.05
310,2.18,3.71,1.11,0.01,-0.21,1.04
311,2.31,3.25,1.13,0.02,-0.21,1.04
312,2.18,3.01,1.15,0.01,-0.20,1.05
313,2.08,3.04,0.99,0.01,-0.21,1.05
314,2.11,2.90,0.76,0.01,-0.21,1.05
315,2.58,2.69,0.67,0.01,-0.20,1.04
316,2.67,2.64,0.84,0.00,-0.21,1.03
317,2.43,2.31,0.70,0.01,-0.20,1.04
318,2.02,1.65,0.64,0.00,-0.20,1.03
319,2.03,1.28,0.75,0.01,-0.20,1.03
320,1.60,0.69,0.64,-0.00,-0.20,1.03
321,1.59,0.75,0.99,0.01,-0.20,1.03
322,1.65,1.16,1.04,0.01,-0.20,1.03
323,1.48,0.82,0.98,0.00,-0.20,1.03
324,1.33,0.56,0.85,0.01,-0.20,1.03
325,1.21,1.01,0.79,0.01,-0.20,1.03
326,1.13,1.15,0.95,0.00,-0.19,1.03
327,0.82,1.08,0.99,-0.00,-0.20,1.03
328,0.60,0.64,1.24,0.01,-0.20,1.02
329,0.56,0.67,1.07,0.00,-0.20,1.01
330,-0.08,0.31,0.87,0.00,-0.20,1.02
331,-0.56,-0.24,0.93,0.01,-0.20,1.01
332,-0.89,-0.49,0.93,0.00,-0.19,1.01
333,-1.04,-1.56,1.04,0.00,-0.20,1.01
334,-1.21,-2.00,0.84,0.01,-0.20,1.03
335,-1.15,-1.54,0.82,0.04,-0.19,1.03
336,-1.54,-2.43,0.23,0.01,-0.20,1.05
337,-1.24,-2.08,-0.11,0.01,-0.20,1.04
338,-0.96,-2.26,-0.17,0.01,-0.20,1.04
339,-1.24,-1.89,0.29,0.01,-0.20,1.04
340,-1.36,-1.97,0.17,0.01,-0.20,1.05
341,-1.08,-1.66,0.26,0.02,-0.21,1.06
342,-1.02,-1.31,0.32,0.01,-0.21,1.05
343,-0.93,-0.61,0.37,0.01,-0.20,1.05
344,-0.73,-0.09,0.56,0.01,-0.21,1.06
345,-0.70,0.17,0.64,0.01,-0.21,1.06
346,-0.40,0.61,0.85,0.01,-0.21,1.07
347,-0.11,0.84,1.10,0.01,-0.21,1.06
348,0.34,0.89,1.01,0.01,-0.21,1.06
349,0.27,1.16,1.10,0.01,-0.21,1.06
350,0.66,1.77,1.04,0.01,-0.20,1.05
351,0.87,1.74,1.11,0.01,-0.20,1.05
352,0.81,1.60,1.05,0.01,-0.20,1.05
353,0.47,1.27,1.19,0.02,-0.21,1.04
354,0.27,1.25,0.96,0.01,-0.20,1.04
355,0.41,1.60,0.70,0.01,-0.20,1.04
356,-0.11,1.04,0.87,0.00,-0.20,1.03
357,-0.46,0.44,1.04,0.00,-0.20,1.03
358,-0.99,0.21,1.30,0.01,-0.20,1.03
359,-0.96,0.21,1.47,0.01,-0.20,1.04
360,-0.66,0.56,1.51,0.01,-0.21,1.04
361,-0.78,0.41,1.48,0.01,-0.20,1.05
362,-0.96,0.26,1.33,0.01,-0.20,1.04
363,-1.10,-0.15,1.44,0.01,-0.20,1.03
364,-1.24,-0.85,0.99,0.01,-0.20,1.04
365,-1.04,-0.46,0.95,0.01,-0.20,1.04
366,-1.24,-0.84,1.05,0.00,-0.20,1.04
367,-1.24,-1.28,0.93,0.01,-0.20,1.05
368,-0.85,-2.06,0.82,0.01,-0.21,1.05
369,-0.49,-1.95,0.78,0.02,-0.20,1.06
370,-0.32,-1.60,0.49,0.02,-0.21,1.06
371,-0.24,-1.92,0.75,0.01,-0.20,1.05
372,-0.61,-1.45,0.76,0.02,-0.21,1.05
373,-0.89,-1.45,0.76,0.01,-0.20,1.05
374,-1.24,-1.50,0.87,0.01,-0.20,1.06
375,-1.01,-1.40,0.70,0.02,-0.21,1.06
376,-0.99,-1.10,0.72,0.02,-0.21,1.07
377,-0.78,-0.41,0.70,0.01,-0.21,1.06
378,-0.37,-0.35,0.81,0.02,-0.21,1.06
379,-0.55,-0.23,0.99,0.01,-0.21,1.06
380,-0.38,-0.40,1.01,0.01,-0.21,1.07
381,0.03,-0.35,1.22,0.01,-0.21,1.06
382,0.38,-0.49,1.28,0.01,-0.21,1.05
383,0.21,-0.09,1.18,0.01,-0.21,1.06
384,0.37,-0.12,1.16,0.01,-0.21,1.06
385,0.75,-0.12,1.25,0.02,-0.20,1.06
386,0.73,-0.09,1.24,0.02,-0.20,1.06
387,0.96,0.50,1.11,0.02,-0.20,1.05
388,1.07,1.39,1.34,0.02,-0.20,1.06
389,1.15,1.36,1.16,0.02,-0.21,1.05
390,1.02,1.33,1.21,0.01,-0.21,1.05
391,0.67,1.05,1.30,0.01,-0.20,1.04
392,0.56,1.04,1.44,0.02,-0.21,1.04
393,0.12,0.70,1.08,0.01,-0.21,1.04
394,0.06,0.24,1.07,0.01,-0.20,1.05
395,0.09,0.46,1.10,0.01,-0.20,1.04
396,-0.06,0.61,1.27,0.01,-0.21,1.04
397,-0.23,0.43,1.28,0.01,-0.21,1.04
398,-0.20,0.47,1.16,0.01,-0.21,1.05
399,0.05,0.49,1.28,0.01,-0.21,1.04
400,-0.11,0.17,1.19,-0.00,-0.21,1.05
