,gyro_x,gyro_y,gyro_z,acce_x,acce_y,acce_z
246,46.69,3.50,8.78,-0.01,0.75,0.66
247,46.72,3.97,8.99,-0.00,0.76,0.66
248,46.49,4.78,8.75,0.01,0.76,0.65
249,46.02,6.03,8.46,0.02,0.77,0.63
250,45.24,6.84,7.92,0.02,0.78,0.64
251,44.76,7.56,7.11,0.02,0.78,0.62
252,44.12,7.51,7.05,0.01,0.79,0.62
253,43.15,7.44,6.50,0.01,0.79,0.61
254,42.38,6.58,6.03,0.00,0.79,0.61
255,41.60,6.78,6.05,-0.01,0.79,0.62
256,41.60,7.18,6.40,-0.02,0.79,0.62
257,41.60,7.66,6.69,-0.01,0.80,0.62
258,41.76,8.15,7.21,-0.02,0.80,0.62
259,42.20,8.72,7.62,-0.01,0.81,0.61
260,42.20,9.04,7.91,-0.01,0.81,0.60
261,41.91,9.18,8.40,-0.01,0.81,0.59
262,41.56,8.93,8.75,-0.01,0.81,0.59
263,41.40,8.11,8.98,-0.02,0.81,0.59
264,41.11,8.05,9.10,-0.02,0.82,0.59
265,40.85,7.11,9.33,-0.02,0.82,0.58
266,40.34,5.47,9.15,-0.03,0.83,0.58
267,39.73,4.20,9.31,-0.03,0.83,0.57
268,39.05,3.45,9.76,-0.02,0.83,0.57
269,39.18,2.72,9.94,-0.01,0.82,0.57
270,39.21,2.46,10.18,-0.01,0.83,0.56
271,39.27,2.84,10.40,0.00,0.83,0.56
272,38.90,3.97,10.31,0.02,0.84,0.56
273,38.82,5.22,10.20,0.03,0.84,0.55
274,38.76,6.44,10.11,0.03,0.85,0.55
275,38.61,7.62,9.63,0.02,0.86,0.53
276,37.94,8.18,9.25,0.03,0.86,0.52
277,36.98,8.75,8.60,0.03,0.86,0.51
278,35.57,9.57,7.44,0.02,0.87,0.51
279,35.89,6.18,7.25,0.02,0.86,0.51
280,35.45,4.49,6.81,0.00,0.86,0.51
281,35.48,2.49,6.95,0.00,0.86,0.51
282,35.05,0.87,6.99,0.00,0.86,0.51
283,34.93,-0.21,7.30,0.01,0.86,0.51
284,35.33,-0.75,7.11,0.01,0.85,0.52
285,36.06,-1.10,7.30,0.02,0.86,0.52
286,36.12,-0.61,7.24,0.02,0.85,0.51
287,36.00,-0.02,6.89,0.02,0.87,0.50
288,36.09,0.81,6.47,0.04,0.88,0.50
289,35.74,1.71,6.38,0.03,0.87,0.50
290,35.13,2.79,6.03,0.03,0.87,0.49
291,34.50,3.22,5.89,0.02,0.87,0.49
292,34.17,4.11,5.76,0.02,0.88,0.49
293,33.82,4.12,5.68,0.02,0.88,0.50
294,33.60,4.08,5.02,0.01,0.87,0.49
295,33.51,4.69,5.18,0.01,0.87,0.49
296,33.74,5.07,5.37,0.01,0.87,0.50
297,34.00,5.42,5.45,0.00,0.87,0.50
298,34.17,5.15,5.39,0.00,0.87,0.51
299,34.20,4.81,5.63,-0.01,0.87,0.51
300,34.96,5.01,5.94,-0.01,0.87,0.50
301,36.03,3.77,6.63,-0.02,0.87,0.51
302,36.95,2.64,6.67,-0.03,0.87,0.52
303,37.98,1.27,6.90,-0.02,0.87,0.50
304,38.46,-0.05,6.98,-0.02,0.88,0.51
305,39.24,-0.14,6.85,-0.02,0.87,0.50
306,39.83,-0.02,7.15,-0.02,0.88,0.49
307,40.67,0.20,7.13,-0.01,0.87,0.50
308,41.28,1.01,7.51,-0.02,0.88,0.49
309,41.15,1.63,8.02,-0.01,0.89,0.47
310,41.24,2.20,8.31,-0.01,0.89,0.46
311,41.10,2.14,8.55,-0.02,0.90,0.46
312,40.76,2.31,8.44,-0.01,0.90,0.45
313,40.89,1.85,8.49,-0.02,0.90,0.46
314,41.24,1.11,8.63,-0.03,0.89,0.46
315,42.21,0.70,8.84,-0.02,0.89,0.47
316,43.15,0.32,8.95,-0.02,0.89,0.47
317,44.26,-0.32,9.27,-0.02,0.89,0.45
318,45.21,-0.78,9.42,-0.02,0.91,0.45
319,45.62,-0.64,10.08,-0.01,0.91,0.44
320,46.56,0.69,10.96,-0.00,0.91,0.44
321,47.11,2.70,11.48,0.01,0.92,0.43
322,47.05,4.26,11.76,0.01,0.91,0.40
323,47.57,6.73,11.91,0.02,0.92,0.42
324,48.27,7.37,12.72,0.01,0.92,0.42
325,48.85,8.43,12.58,0.02,0.92,0.41
326,49.18,8.98,12.75,0.01,0.91,0.40
327,49.16,9.19,12.81,0.01,0.92,0.39
328,49.85,8.53,12.96,0.01,0.92,0.40
329,50.44,8.02,13.27,0.00,0.93,0.38
330,51.24,6.87,13.24,0.00,0.93,0.38
331,51.92,5.40,13.15,-0.00,0.92,0.38
332,52.58,3.89,12.98,0.00,0.92,0.37
333,53.65,2.85,13.10,0.02,0.92,0.36
334,54.64,3.05,13.28,0.03,0.92,0.35
335,55.27,3.62,13.37,0.03,0.93,0.35
336,55.77,4.34,13.16,0.04,0.93,0.34
337,56.61,5.30,12.69,0.05,0.94,0.32
338,56.38,7.27,12.84,0.05,0.94,0.31
339,56.78,6.49,13.28,0.05,0.94,0.32
340,56.61,6.96,12.99,0.04,0.94,0.31
341,56.61,6.90,13.42,0.04,0.94,0.30
342,57.33,7.11,13.76,0.04,0.94,0.30
343,57.83,6.96,13.86,0.03,0.94,0.29
344,58.35,6.84,13.92,0.04,0.93,0.30
345,59.10,6.17,13.73,0.04,0.94,0.29
346,59.66,5.04,13.42,0.03,0.93,0.28
347,60.46,3.48,13.33,0.02,0.94,0.28
348,61.37,1.88,12.98,0.02,0.93,0.26
349,62.31,-0.89,12.76,0.00,0.93,0.25
350,63.21,-3.42,13.18,0.01,0.93,0.26
351,64.78,-4.73,13.37,0.02,0.92,0.25
352,66.38,-6.00,13.45,0.02,0.92,0.24
353,67.48,-7.37,13.40,0.03,0.92,0.23
354,68.14,-8.75,13.48,0.03,0.92,0.22
355,69.16,-10.53,12.90,0.02,0.91,0.21
356,72.15,-11.44,13.24,0.04,0.93,0.21
357,72.72,-10.34,13.48,0.05,0.92,0.19
358,72.99,-11.56,13.01,0.05,0.92,0.18
359,75.19,-11.10,13.21,0.06,0.92,0.18
360,77.10,-10.18,14.14,0.06,0.92,0.16
361,78.15,-10.41,14.32,0.05,0.92,0.15
362,77.57,-12.17,13.37,0.07,0.93,0.13
363,77.39,-8.58,14.29,0.07,0.94,0.09
364,78.09,-6.15,15.13,0.07,0.95,0.10
365,77.22,-6.02,14.82,0.08,0.95,0.10
366,76.56,-4.50,14.70,0.08,0.95,0.08
367,76.00,-4.46,14.49,0.07,0.95,0.07
368,75.76,-4.66,15.42,0.07,0.94,0.07
369,75.98,-5.51,15.83,0.07,0.94,0.06
370,76.43,-8.60,13.10,0.08,0.91,0.08
371,77.73,-1.98,16.05,0.10,0.96,0.01
372,78.99,-2.06,15.76,0.09,0.94,0.02
373,78.56,-2.34,15.73,0.11,0.94,0.02
374,78.66,-2.05,15.76,0.12,0.94,0.00
375,80.23,-1.59,15.59,0.13,0.94,-0.00
376,79.71,2.75,16.53,0.14,0.96,-0.04
377,78.14,4.78,15.54,0.14,0.97,-0.06
378,76.75,6.09,14.27,0.14,0.97,-0.06
379,75.91,6.78,14.11,0.13,0.97,-0.06
380,75.10,7.66,14.56,0.13,0.97,-0.08
381,73.86,8.20,14.72,0.13,0.96,-0.08
382,72.96,8.66,14.06,0.14,0.96,-0.09
383,71.80,9.73,13.18,0.13,0.96,-0.09
384,71.25,9.45,13.28,0.13,0.96,-0.10
385,70.69,8.56,13.54,0.13,0.96,-0.10
386,69.53,8.05,13.27,0.13,0.96,-0.11
387,69.44,7.50,13.19,0.13,0.96,-0.11
388,69.25,7.33,12.92,0.14,0.95,-0.12
389,69.11,7.25,12.84,0.13,0.95,-0.13
390,69.16,7.51,12.76,0.14,0.95,-0.13
391,69.19,7.60,12.98,0.14,0.95,-0.14
392,69.47,7.44,12.78,0.14,0.94,-0.15
393,69.77,7.82,12.73,0.15,0.94,-0.15
394,69.98,7.37,12.56,0.15,0.94,-0.17
395,69.79,7.59,11.82,0.15,0.94,-0.18
396,69.71,7.88,11.34,0.15,0.94,-0.19
397,69.91,7.37,11.07,0.14,0.94,-0.20
398,69.88,7.02,10.87,0.15,0.94,-0.21
399,69.92,7.01,10.40,0.15,0.93,-0.22
400,69.39,6.70,10.26,0.15,0.94,-0.23
