acce_x	 acce_y	 acce_z	gyro_x	gyro_y	gyro_z
0.09	-0.04	0.89	-5.4	0.69	1.01
0.09	-0.04	0.89	-7.05	-0.84	0.89
0.1	-0.04	0.91	-8.05	1.28	1.34
0.09	-0.05	0.92	-7.79	1.34	1.19
0.09	-0.05	0.91	-6.34	-1.97	2.29
0.1	-0.05	0.9	-4.35	0.49	3.1
0.08	-0.05	0.9	-5.57	-0.7	2.63
0.11	-0.04	0.9	-8.09	-1.5	2.32
0.1	-0.04	0.92	-9.22	0.23	3.48
0.1	-0.04	0.92	-9.22	-0.18	4.02
0.09	-0.05	0.94	-8.2	-0.49	3.54
0.11	-0.05	0.96	-5.86	-0.4	3.83
0.08	-0.05	0.95	-4.15	-1.11	3.76
0.08	-0.05	0.92	-3.45	-3.56	3.53
0.11	-0.05	0.91	-2.72	-1.6	3.57
0.11	-0.04	0.91	-3.97	0.44	3.3
0.09	-0.04	0.9	-4.56	0.58	4.75
0.09	-0.04	0.91	-5.39	-0.5	4.93
0.08	-0.05	0.91	-5.34	-1.92	5.86
0.08	-0.06	0.9	-4.11	-2.87	7.6
0.08	-0.06	0.91	-1.13	-8.08	9.25
0.1	-0.07	0.86	0.78	-11.62	12.64
0.07	-0.05	0.89	2.63	-18.79	17.76
0.22	-0.01	0.82	-4.11	-19.98	17.91
0.4	-0.04	0.78	-4.96	-23.34	10.75
0.72	0.01	0.78	-10.89	-5.02	8.18
0.84	-0.08	0.8	-10.58	-2.2	-11.73
1.16	-0.07	0.7	-14.09	3.54	-40
1.28	-0.16	0.66	-16.7	44.46	-63.07
1.08	-0.27	0.74	-22.41	72.35	-87.08
0.89	-0.35	0.77	-24.34	51.63	-98.46
1.21	-0.32	0.76	-28.21	35.02	-110.99
1.82	-0.36	0.74	-27.79	34.21	-143.79
2.49	-0.37	0.6	-33.73	69.53	-198.15
2.7	-0.55	0.41	-44.37	126.38	-261.45
2.32	-0.76	0.27	-64.44	159.53	-316.69
1.67	-1.05	0.28	-76.14	168.11	-339.54
0.93	-1.17	0.59	-87.28	160.31	-345.77
0.21	-1.42	0.83	-92.47	103.56	-383.02
0.06	-1.42	0.84	-89.51	70.37	-399.69
0.15	-1.48	1.01	-67.27	124.11	-409.28
-0.35	-1.54	1.15	-39.4	143.44	-415.97
-0.58	-1.48	1.01	-20.14	89.02	-425.69
-0.26	-1.39	0.62	-8.06	80.75	-432.23
-0.31	-1.32	0.63	-6.23	84.37	-439.13
-0.25	-1.3	0.66	-2.67	119.54	-438.37
-0.34	-1.32	0.74	7.04	150.47	-434.81
-0.43	-1.35	0.82	25.6	202.09	-426.61
-0.86	-1.34	0.86	48.56	223.85	-410.76
-1.17	-1.18	0.91	68.84	202.02	-381.62
-1.45	-1.03	1.13	87.13	114.09	-346.43
-1.32	-0.83	1.24	104.35	45.22	-305.24
-1.13	-0.73	1.16	117.76	-25.25	-271.92
-0.58	-0.64	1.01	118	-56.95	-256.23
-0.29	-0.65	0.81	111.6	-40.11	-260
-0.28	-0.61	0.6	104.09	-0.26	-267.05
-0.65	-0.54	0.47	95.1	1.83	-262.64
-0.86	-0.46	0.41	84.02	-20.08	-255.66
-0.8	-0.31	0.47	70.81	-41.08	-232.52
-0.49	-0.25	0.7	59.4	-45.01	-225.59
-0.09	-0.14	0.88	51.8	4.56	-211.98
-0.13	-0.17	1	54.98	47.42	-199.37
-0.38	-0.2	1.02	66.17	50.4	-190.06
-0.6	-0.2	1.03	82.75	1.27	-179.18
-0.58	-0.19	1.12	98.03	-68.14	-170.35
-0.39	-0.1	1.14	103.71	-121.95	-161.79
-0.11	0	1.1	96.41	-127.07	-171.21
0.03	0.19	1.08	100.24	-121.11	-144.38
0.08	0.06	1.02	88.23	-109.33	-142.18
0.02	-0.34	1.01	107.83	-119.36	-162.17
0.2	0.18	0.89	71.34	-94.5	-126.14
0.07	-0.03	0.81	50.02	-88.27	-129.37
0.09	-0.17	0.68	31.71	-86.24	-132.34
0.11	-0.17	0.64	13.22	-57.01	-137.77
-0.03	-0.19	0.69	-1.97	-44	-133.4
-0.06	-0.12	0.81	-7.11	-40.11	-126.66
-0.02	-0.1	0.93	-4.11	-36.72	-117.65
0.01	-0.11	0.97	-1.3	-33.16	-111.82
0.01	-0.11	0.99	1.21	-36.02	-103.97
-0.01	-0.11	0.98	-2.11	-46.06	-100.58
-0.04	-0.13	0.95	-7.36	-50.63	-97.27
-0.09	-0.13	0.91	-17.91	-48.14	-92.56
-0.12	-0.13	0.89	-25.19	-38.31	-85.05
-0.09	-0.11	0.87	-27.94	-28.2	-74.82
0.03	-0.1	0.86	-26.44	-13.19	-67.44
0.08	-0.06	0.91	-21.92	-1.15	-63.69
0.06	-0.02	0.93	-23.94	-2.75	-62.03
0.04	-0.01	0.96	-27.51	-9.31	-59.65
-0.01	0	0.99	-32.32	-23.01	-56.34
-0.01	-0.02	0.97	-34.79	-23.76	-51.85
-0.06	-0.03	0.94	-37.33	-19.68	-45.04
-0.07	-0.04	0.9	-36.84	-13.83	-35.77
-0.08	-0.03	0.89	-36.89	-13.33	-27.34
0.02	-0.01	0.87	-41.27	-11.86	-22.24
0.04	0.02	0.88	-50.06	-9.92	-16.35
0.08	0.01	0.91	-59.31	-10.67	-14.63
0.11	0.01	0.9	-68.73	0.03	-11.36
0.07	-0.01	0.91	-77.77	7.27	-9.27
0.06	-0.01	0.87	-87.07	12.08	-9.79
0.05	-0.05	0.89	-91.86	14.56	-5.36
0.04	-0.07	0.9	-94.2	16.75	-6.53
0.05	-0.08	0.92	-96.78	21.24	-4.98
0.02	-0.09	0.94	-99.85	26.4	-0.81
-0.02	-0.12	0.96	-96.21	21.51	2.41
-0.02	-0.14	0.98	-90.98	12.12	3.28
-0.03	-0.1	0.98	-99.89	0.79	2.34
0.02	-0.17	0.89	-97.51	-8.06	5.47
0.04	-0.19	0.85	-81.42	2.53	9.42
0.03	-0.18	0.89	-74.34	-4.98	8.46
0.15	-0.19	0.88	-67.85	4.95	9.45
0.16	-0.18	0.9	-61.53	22.17	12.78
0.06	-0.18	0.93	-56.49	31.89	16.17
-0.02	-0.18	0.95	-51.59	28.38	16.23
0	-0.2	0.95	-46.2	24.6	15.92
0.01	-0.2	0.95	-40.21	24.78	19.36
-0.01	-0.22	0.93	-31.63	23.28	21.02
-0.02	-0.24	0.88	-23.25	19.53	22.61
0.03	-0.21	0.91	-18.61	14.24	22.69
0.11	-0.21	0.88	-13.76	17.6	21.37
0.13	-0.19	0.88	-10.89	26.09	21.53
0.09	-0.18	0.87	-9.45	30.85	20.43
0.07	-0.18	0.89	-9.24	28.15	17.94
0.1	-0.2	0.9	-5.65	31.54	18.61
0.04	-0.21	0.93	-1.66	35.54	19.66
-0.07	-0.21	0.95	1.31	30.61	22.66
-0.09	-0.23	0.94	5.15	16.09	20.96
0	-0.22	0.95	8.24	10.41	20.12
0.04	-0.2	0.95	12.24	14.15	21.69
0.03	-0.17	0.97	12.73	11.62	19.76
0.05	-0.16	0.97	14.92	7.53	16.53
0.08	-0.17	0.96	19.44	8.66	12.98
0.07	-0.16	0.95	23.73	7.62	10.9
0.04	-0.18	0.93	29.73	9.05	10.76
0.04	-0.16	0.92	32.32	-0.7	5.76
0.05	-0.17	0.89	37.74	4.21	9.08
0.04	-0.16	0.9	38.72	0.37	6.67
0.09	-0.13	0.89	38.23	0.31	4.76
0.11	-0.12	0.87	38	9.53	4.89
0.08	-0.13	0.9	37.68	10.78	2.9
0.07	-0.11	0.89	36.38	15.05	2.9
0.01	-0.12	0.91	36.53	14.31	2.37
0	-0.13	0.9	41.18	10.89	1.28
-0.01	-0.1	0.93	37.15	12.72	3.34
-0.04	-0.1	0.92	30.47	10.03	4.73
-0.03	-0.11	0.91	31.08	11.1	7.05
-0.04	-0.1	0.91	34.76	10.44	8.6
0.01	-0.07	0.92	30.41	2.9	6.93
0.11	-0.01	0.94	24.31	8.9	9.44
0.06	-0.04	0.93	15.73	8.72	6
0.05	-0.05	0.89	11.83	7.1	4.43
0.05	-0.03	0.9	5.95	5.13	3.62
0.06	-0.02	0.9	-1.3	6.49	3.25
0.07	-0.03	0.9	-6.96	13.48	4.29
0.02	-0.03	0.9	-10.79	16.72	5.76
0	-0.03	0.9	-12.67	13.4	6.98
0.01	-0.01	0.9	-16.08	10.31	7.48
0.02	-0.02	0.89	-19.42	7.24	6.34
0.05	-0.03	0.89	-21.34	6.47	4.81
0.06	-0.04	0.91	-23.04	8.78	2.96
0.04	-0.04	0.88	-25.92	9.24	1.83
0	-0.05	0.87	-28.96	6.81	1.6
-0.02	-0.05	0.89	-31.53	-0.06	1.82
0.01	-0.06	0.91	-33.53	-0.82	1.82
0.02	-0.06	0.91	-36.12	3.65	2.98
-0.02	-0.08	0.91	-37.8	3.04	3.86
-0.03	-0.11	0.91	-37.37	-0.4	3.89
